label,class,imgs_path
010000177.txt,2,datasets/obj/010000177.jpg
010000180.txt,2,datasets/obj/010000180.jpg
010000183.txt,2,datasets/obj/010000183.jpg
010000187.txt,2,datasets/obj/010000187.jpg
010000189.txt,2,datasets/obj/010000189.jpg
010000190.txt,2,datasets/obj/010000190.jpg
010000191.txt,2,datasets/obj/010000191.jpg
010000197.txt,2,datasets/obj/010000197.jpg
010000200.txt,2,datasets/obj/010000200.jpg
010000201.txt,2,datasets/obj/010000201.jpg
010000202.txt,2,datasets/obj/010000202.jpg
010000205.txt,2,datasets/obj/010000205.jpg
010000209.txt,2,datasets/obj/010000209.jpg
010000211.txt,2,datasets/obj/010000211.jpg
010000212.txt,2,datasets/obj/010000212.jpg
010000218.txt,2,datasets/obj/010000218.jpg
010000219.txt,2,datasets/obj/010000219.jpg
010000220.txt,2,datasets/obj/010000220.jpg
010000229.txt,2,datasets/obj/010000229.jpg
010000232.txt,2,datasets/obj/010000232.jpg
010000236.txt,2,datasets/obj/010000236.jpg
010000239.txt,2,datasets/obj/010000239.jpg
010000242.txt,2,datasets/obj/010000242.jpg
010000243.txt,2,datasets/obj/010000243.jpg
010000244.txt,2,datasets/obj/010000244.jpg
010000246.txt,2,datasets/obj/010000246.jpg
010000249.txt,2,datasets/obj/010000249.jpg
010000251.txt,2,datasets/obj/010000251.jpg
010000259.txt,2,datasets/obj/010000259.jpg
010000269.txt,2,datasets/obj/010000269.jpg
010000271.txt,2,datasets/obj/010000271.jpg
010000275.txt,2,datasets/obj/010000275.jpg
010000278.txt,2,datasets/obj/010000278.jpg
010000280.txt,2,datasets/obj/010000280.jpg
010000281.txt,2,datasets/obj/010000281.jpg
010000282.txt,2,datasets/obj/010000282.jpg
010000284.txt,2,datasets/obj/010000284.jpg
010000286.txt,2,datasets/obj/010000286.jpg
010000287.txt,2,datasets/obj/010000287.jpg
010000289.txt,2,datasets/obj/010000289.jpg
010000290.txt,2,datasets/obj/010000290.jpg
010000292.txt,2,datasets/obj/010000292.jpg
010000293.txt,2,datasets/obj/010000293.jpg
010000295.txt,2,datasets/obj/010000295.jpg
010000296.txt,2,datasets/obj/010000296.jpg
010000297.txt,2,datasets/obj/010000297.jpg
010000299.txt,2,datasets/obj/010000299.jpg
010000303.txt,2,datasets/obj/010000303.jpg
010000305.txt,2,datasets/obj/010000305.jpg
010000306.txt,2,datasets/obj/010000306.jpg
010000308.txt,2,datasets/obj/010000308.jpg
010000309.txt,2,datasets/obj/010000309.jpg
010000311.txt,2,datasets/obj/010000311.jpg
010000315.txt,2,datasets/obj/010000315.jpg
010000319.txt,2,datasets/obj/010000319.jpg
010000320.txt,2,datasets/obj/010000320.jpg
010000321.txt,2,datasets/obj/010000321.jpg
010000322.txt,2,datasets/obj/010000322.jpg
010000330.txt,2,datasets/obj/010000330.jpg
010000332.txt,2,datasets/obj/010000332.jpg
010000337.txt,2,datasets/obj/010000337.jpg
010000341.txt,2,datasets/obj/010000341.jpg
010000343.txt,2,datasets/obj/010000343.jpg
010000350.txt,2,datasets/obj/010000350.jpg
010000353.txt,2,datasets/obj/010000353.jpg
010000354.txt,2,datasets/obj/010000354.jpg
010000361.txt,2,datasets/obj/010000361.jpg
010000363.txt,2,datasets/obj/010000363.jpg
010000365.txt,2,datasets/obj/010000365.jpg
010000366.txt,2,datasets/obj/010000366.jpg
010000367.txt,2,datasets/obj/010000367.jpg
010000368.txt,2,datasets/obj/010000368.jpg
010000370.txt,2,datasets/obj/010000370.jpg
010000373.txt,2,datasets/obj/010000373.jpg
010000374.txt,2,datasets/obj/010000374.jpg
010000377.txt,2,datasets/obj/010000377.jpg
010000378.txt,2,datasets/obj/010000378.jpg
010000379.txt,2,datasets/obj/010000379.jpg
010000380.txt,2,datasets/obj/010000380.jpg
010000382.txt,2,datasets/obj/010000382.jpg
010000383.txt,2,datasets/obj/010000383.jpg
010000387.txt,2,datasets/obj/010000387.jpg
010000388.txt,2,datasets/obj/010000388.jpg
010000389.txt,2,datasets/obj/010000389.jpg
010000391.txt,2,datasets/obj/010000391.jpg
010000397.txt,2,datasets/obj/010000397.jpg
010000399.txt,2,datasets/obj/010000399.jpg
010000401.txt,2,datasets/obj/010000401.jpg
010000403.txt,2,datasets/obj/010000403.jpg
010000407.txt,2,datasets/obj/010000407.jpg
010000409.txt,2,datasets/obj/010000409.jpg
010000416.txt,2,datasets/obj/010000416.jpg
010000419.txt,2,datasets/obj/010000419.jpg
010000423.txt,2,datasets/obj/010000423.jpg
010000429.txt,2,datasets/obj/010000429.jpg
010000437.txt,2,datasets/obj/010000437.jpg
010000439.txt,2,datasets/obj/010000439.jpg
010000444.txt,2,datasets/obj/010000444.jpg
010000447.txt,2,datasets/obj/010000447.jpg
010000448.txt,2,datasets/obj/010000448.jpg
010000452.txt,2,datasets/obj/010000452.jpg
010000453.txt,2,datasets/obj/010000453.jpg
010000454.txt,2,datasets/obj/010000454.jpg
010000458.txt,2,datasets/obj/010000458.jpg
010000459.txt,2,datasets/obj/010000459.jpg
010000462.txt,2,datasets/obj/010000462.jpg
010000463.txt,2,datasets/obj/010000463.jpg
010000470.txt,2,datasets/obj/010000470.jpg
010000471.txt,2,datasets/obj/010000471.jpg
010000472.txt,2,datasets/obj/010000472.jpg
010000475.txt,2,datasets/obj/010000475.jpg
010000478.txt,2,datasets/obj/010000478.jpg
010000479.txt,2,datasets/obj/010000479.jpg
010000480.txt,2,datasets/obj/010000480.jpg
010000481.txt,2,datasets/obj/010000481.jpg
010000482.txt,2,datasets/obj/010000482.jpg
010000483.txt,2,datasets/obj/010000483.jpg
010000487.txt,2,datasets/obj/010000487.jpg
010000488.txt,2,datasets/obj/010000488.jpg
010000490.txt,2,datasets/obj/010000490.jpg
010000492.txt,2,datasets/obj/010000492.jpg
010000494.txt,2,datasets/obj/010000494.jpg
010000495.txt,2,datasets/obj/010000495.jpg
010000497.txt,2,datasets/obj/010000497.jpg
010000499.txt,2,datasets/obj/010000499.jpg
010000502.txt,2,datasets/obj/010000502.jpg
010000504.txt,2,datasets/obj/010000504.jpg
010000505.txt,2,datasets/obj/010000505.jpg
010000509.txt,2,datasets/obj/010000509.jpg
010000512.txt,2,datasets/obj/010000512.jpg
010000513.txt,2,datasets/obj/010000513.jpg
010000518.txt,2,datasets/obj/010000518.jpg
010000519.txt,2,datasets/obj/010000519.jpg
010000526.txt,2,datasets/obj/010000526.jpg
010000527.txt,2,datasets/obj/010000527.jpg
010000528.txt,2,datasets/obj/010000528.jpg
010000529.txt,2,datasets/obj/010000529.jpg
010000530.txt,2,datasets/obj/010000530.jpg
010000532.txt,2,datasets/obj/010000532.jpg
010000533.txt,2,datasets/obj/010000533.jpg
010000535.txt,2,datasets/obj/010000535.jpg
010000537.txt,2,datasets/obj/010000537.jpg
010000541.txt,2,datasets/obj/010000541.jpg
010000543.txt,2,datasets/obj/010000543.jpg
010000544.txt,2,datasets/obj/010000544.jpg
010000548.txt,2,datasets/obj/010000548.jpg
010000549.txt,2,datasets/obj/010000549.jpg
010000553.txt,2,datasets/obj/010000553.jpg
010000562.txt,2,datasets/obj/010000562.jpg
010000563.txt,2,datasets/obj/010000563.jpg
010000564.txt,2,datasets/obj/010000564.jpg
010000570.txt,2,datasets/obj/010000570.jpg
010000574.txt,2,datasets/obj/010000574.jpg
010000576.txt,2,datasets/obj/010000576.jpg
010000580.txt,2,datasets/obj/010000580.jpg
010000583.txt,2,datasets/obj/010000583.jpg
010000584.txt,2,datasets/obj/010000584.jpg
010000585.txt,2,datasets/obj/010000585.jpg
010000586.txt,2,datasets/obj/010000586.jpg
010000589.txt,2,datasets/obj/010000589.jpg
010000590.txt,2,datasets/obj/010000590.jpg
010000593.txt,2,datasets/obj/010000593.jpg
010000594.txt,2,datasets/obj/010000594.jpg
010000595.txt,2,datasets/obj/010000595.jpg
010000596.txt,2,datasets/obj/010000596.jpg
010000597.txt,2,datasets/obj/010000597.jpg
010000598.txt,2,datasets/obj/010000598.jpg
010000599.txt,2,datasets/obj/010000599.jpg
010000603.txt,2,datasets/obj/010000603.jpg
010000604.txt,2,datasets/obj/010000604.jpg
010000608.txt,2,datasets/obj/010000608.jpg
010000610.txt,2,datasets/obj/010000610.jpg
010000612.txt,2,datasets/obj/010000612.jpg
010000613.txt,2,datasets/obj/010000613.jpg
010000616.txt,2,datasets/obj/010000616.jpg
010000622.txt,2,datasets/obj/010000622.jpg
010000629.txt,2,datasets/obj/010000629.jpg
010000630.txt,2,datasets/obj/010000630.jpg
010000638.txt,2,datasets/obj/010000638.jpg
010000640.txt,2,datasets/obj/010000640.jpg
010000642.txt,2,datasets/obj/010000642.jpg
010000650.txt,2,datasets/obj/010000650.jpg
010000651.txt,2,datasets/obj/010000651.jpg
010000652.txt,2,datasets/obj/010000652.jpg
010000653.txt,2,datasets/obj/010000653.jpg
010000656.txt,2,datasets/obj/010000656.jpg
010000657.txt,2,datasets/obj/010000657.jpg
010000660.txt,2,datasets/obj/010000660.jpg
010000661.txt,2,datasets/obj/010000661.jpg
010000664.txt,2,datasets/obj/010000664.jpg
010000665.txt,2,datasets/obj/010000665.jpg
010000667.txt,2,datasets/obj/010000667.jpg
010000668.txt,2,datasets/obj/010000668.jpg
010000674.txt,2,datasets/obj/010000674.jpg
010000676.txt,2,datasets/obj/010000676.jpg
010000678.txt,2,datasets/obj/010000678.jpg
010000679.txt,2,datasets/obj/010000679.jpg
010000680.txt,2,datasets/obj/010000680.jpg
010000682.txt,2,datasets/obj/010000682.jpg
010000686.txt,2,datasets/obj/010000686.jpg
010000696.txt,2,datasets/obj/010000696.jpg
010000703.txt,2,datasets/obj/010000703.jpg
010000706.txt,2,datasets/obj/010000706.jpg
010000707.txt,2,datasets/obj/010000707.jpg
010000708.txt,2,datasets/obj/010000708.jpg
010000711.txt,2,datasets/obj/010000711.jpg
010000712.txt,2,datasets/obj/010000712.jpg
010000715.txt,2,datasets/obj/010000715.jpg
010000718.txt,2,datasets/obj/010000718.jpg
010000719.txt,2,datasets/obj/010000719.jpg
010000721.txt,2,datasets/obj/010000721.jpg
010000724.txt,2,datasets/obj/010000724.jpg
010000725.txt,2,datasets/obj/010000725.jpg
010000730.txt,2,datasets/obj/010000730.jpg
010000731.txt,2,datasets/obj/010000731.jpg
010000733.txt,2,datasets/obj/010000733.jpg
010000737.txt,2,datasets/obj/010000737.jpg
010000738.txt,2,datasets/obj/010000738.jpg
010000740.txt,2,datasets/obj/010000740.jpg
010000741.txt,2,datasets/obj/010000741.jpg
010000742.txt,2,datasets/obj/010000742.jpg
010000751.txt,2,datasets/obj/010000751.jpg
010000755.txt,2,datasets/obj/010000755.jpg
010000759.txt,2,datasets/obj/010000759.jpg
010000761.txt,2,datasets/obj/010000761.jpg
010000764.txt,2,datasets/obj/010000764.jpg
010000765.txt,2,datasets/obj/010000765.jpg
010000766.txt,2,datasets/obj/010000766.jpg
010000767.txt,2,datasets/obj/010000767.jpg
010000768.txt,2,datasets/obj/010000768.jpg
010000770.txt,2,datasets/obj/010000770.jpg
010000771.txt,2,datasets/obj/010000771.jpg
010000772.txt,2,datasets/obj/010000772.jpg
010000775.txt,2,datasets/obj/010000775.jpg
010000776.txt,2,datasets/obj/010000776.jpg
010000778.txt,2,datasets/obj/010000778.jpg
010000779.txt,2,datasets/obj/010000779.jpg
010000780.txt,2,datasets/obj/010000780.jpg
010000781.txt,2,datasets/obj/010000781.jpg
010000782.txt,2,datasets/obj/010000782.jpg
010000784.txt,2,datasets/obj/010000784.jpg
010000785.txt,2,datasets/obj/010000785.jpg
010000789.txt,2,datasets/obj/010000789.jpg
010000790.txt,2,datasets/obj/010000790.jpg
010000791.txt,2,datasets/obj/010000791.jpg
010000794.txt,2,datasets/obj/010000794.jpg
010000796.txt,2,datasets/obj/010000796.jpg
010000798.txt,2,datasets/obj/010000798.jpg
010000799.txt,2,datasets/obj/010000799.jpg
010000802.txt,2,datasets/obj/010000802.jpg
010000804.txt,2,datasets/obj/010000804.jpg
010000806.txt,2,datasets/obj/010000806.jpg
010000807.txt,2,datasets/obj/010000807.jpg
010000809.txt,2,datasets/obj/010000809.jpg
010000810.txt,2,datasets/obj/010000810.jpg
010000811.txt,2,datasets/obj/010000811.jpg
010000814.txt,2,datasets/obj/010000814.jpg
010000816.txt,2,datasets/obj/010000816.jpg
010000817.txt,2,datasets/obj/010000817.jpg
010000819.txt,2,datasets/obj/010000819.jpg
010000820.txt,2,datasets/obj/010000820.jpg
010000821.txt,2,datasets/obj/010000821.jpg
010000823.txt,2,datasets/obj/010000823.jpg
010000824.txt,2,datasets/obj/010000824.jpg
010000825.txt,2,datasets/obj/010000825.jpg
010000826.txt,2,datasets/obj/010000826.jpg
010000827.txt,2,datasets/obj/010000827.jpg
010000828.txt,2,datasets/obj/010000828.jpg
010000830.txt,2,datasets/obj/010000830.jpg
010000831.txt,2,datasets/obj/010000831.jpg
010000832.txt,2,datasets/obj/010000832.jpg
010000833.txt,2,datasets/obj/010000833.jpg
010000836.txt,2,datasets/obj/010000836.jpg
010000837.txt,2,datasets/obj/010000837.jpg
010000838.txt,2,datasets/obj/010000838.jpg
010000841.txt,2,datasets/obj/010000841.jpg
010000842.txt,2,datasets/obj/010000842.jpg
010000843.txt,2,datasets/obj/010000843.jpg
010000844.txt,2,datasets/obj/010000844.jpg
010000846.txt,2,datasets/obj/010000846.jpg
010000848.txt,2,datasets/obj/010000848.jpg
010000849.txt,2,datasets/obj/010000849.jpg
010000851.txt,2,datasets/obj/010000851.jpg
010000857.txt,2,datasets/obj/010000857.jpg
010000861.txt,2,datasets/obj/010000861.jpg
010000862.txt,2,datasets/obj/010000862.jpg
010000866.txt,2,datasets/obj/010000866.jpg
010000871.txt,2,datasets/obj/010000871.jpg
010000873.txt,2,datasets/obj/010000873.jpg
010000877.txt,2,datasets/obj/010000877.jpg
010000879.txt,2,datasets/obj/010000879.jpg
010000882.txt,2,datasets/obj/010000882.jpg
010000885.txt,2,datasets/obj/010000885.jpg
010000886.txt,2,datasets/obj/010000886.jpg
010000889.txt,2,datasets/obj/010000889.jpg
010000901.txt,2,datasets/obj/010000901.jpg
010000908.txt,2,datasets/obj/010000908.jpg
010000912.txt,2,datasets/obj/010000912.jpg
010000913.txt,2,datasets/obj/010000913.jpg
010000917.txt,2,datasets/obj/010000917.jpg
010000925.txt,2,datasets/obj/010000925.jpg
010000926.txt,2,datasets/obj/010000926.jpg
010000931.txt,2,datasets/obj/010000931.jpg
010000933.txt,2,datasets/obj/010000933.jpg
010000938.txt,2,datasets/obj/010000938.jpg
010000942.txt,2,datasets/obj/010000942.jpg
010000950.txt,2,datasets/obj/010000950.jpg
010000951.txt,2,datasets/obj/010000951.jpg
010000953.txt,2,datasets/obj/010000953.jpg
010000956.txt,2,datasets/obj/010000956.jpg
010000957.txt,2,datasets/obj/010000957.jpg
010000958.txt,2,datasets/obj/010000958.jpg
010000961.txt,2,datasets/obj/010000961.jpg
010000965.txt,2,datasets/obj/010000965.jpg
010000969.txt,2,datasets/obj/010000969.jpg
010000972.txt,2,datasets/obj/010000972.jpg
010000975.txt,2,datasets/obj/010000975.jpg
010000976.txt,2,datasets/obj/010000976.jpg
010000979.txt,2,datasets/obj/010000979.jpg
010000982.txt,2,datasets/obj/010000982.jpg
010000984.txt,2,datasets/obj/010000984.jpg
010000985.txt,2,datasets/obj/010000985.jpg
010000986.txt,2,datasets/obj/010000986.jpg
010000987.txt,2,datasets/obj/010000987.jpg
010000988.txt,2,datasets/obj/010000988.jpg
010000990.txt,2,datasets/obj/010000990.jpg
010000999.txt,2,datasets/obj/010000999.jpg
010001001.txt,2,datasets/obj/010001001.jpg
010001003.txt,2,datasets/obj/010001003.jpg
010001004.txt,2,datasets/obj/010001004.jpg
010001007.txt,2,datasets/obj/010001007.jpg
010001008.txt,2,datasets/obj/010001008.jpg
010001009.txt,2,datasets/obj/010001009.jpg
010001010.txt,2,datasets/obj/010001010.jpg
010001011.txt,2,datasets/obj/010001011.jpg
010001013.txt,2,datasets/obj/010001013.jpg
010001015.txt,2,datasets/obj/010001015.jpg
010001017.txt,2,datasets/obj/010001017.jpg
010001022.txt,2,datasets/obj/010001022.jpg
010001024.txt,2,datasets/obj/010001024.jpg
010001027.txt,2,datasets/obj/010001027.jpg
010001028.txt,2,datasets/obj/010001028.jpg
010001029.txt,2,datasets/obj/010001029.jpg
010001031.txt,2,datasets/obj/010001031.jpg
010001033.txt,2,datasets/obj/010001033.jpg
010001034.txt,2,datasets/obj/010001034.jpg
010001035.txt,2,datasets/obj/010001035.jpg
010001036.txt,2,datasets/obj/010001036.jpg
010001038.txt,2,datasets/obj/010001038.jpg
010001039.txt,2,datasets/obj/010001039.jpg
010001040.txt,2,datasets/obj/010001040.jpg
010001042.txt,2,datasets/obj/010001042.jpg
010001044.txt,2,datasets/obj/010001044.jpg
010001045.txt,2,datasets/obj/010001045.jpg
010001046.txt,2,datasets/obj/010001046.jpg
010001047.txt,2,datasets/obj/010001047.jpg
010001049.txt,2,datasets/obj/010001049.jpg
010001050.txt,2,datasets/obj/010001050.jpg
010001052.txt,2,datasets/obj/010001052.jpg
010001059.txt,2,datasets/obj/010001059.jpg
010001061.txt,2,datasets/obj/010001061.jpg
010001064.txt,2,datasets/obj/010001064.jpg
010001072.txt,2,datasets/obj/010001072.jpg
010001073.txt,2,datasets/obj/010001073.jpg
010001075.txt,2,datasets/obj/010001075.jpg
010001077.txt,2,datasets/obj/010001077.jpg
010001078.txt,2,datasets/obj/010001078.jpg
010001080.txt,2,datasets/obj/010001080.jpg
010001083.txt,2,datasets/obj/010001083.jpg
010001084.txt,2,datasets/obj/010001084.jpg
010001098.txt,2,datasets/obj/010001098.jpg
010001100.txt,2,datasets/obj/010001100.jpg
010001101.txt,2,datasets/obj/010001101.jpg
010001111.txt,2,datasets/obj/010001111.jpg
010001112.txt,2,datasets/obj/010001112.jpg
010001114.txt,2,datasets/obj/010001114.jpg
010001115.txt,2,datasets/obj/010001115.jpg
010001120.txt,2,datasets/obj/010001120.jpg
010001121.txt,2,datasets/obj/010001121.jpg
010001123.txt,2,datasets/obj/010001123.jpg
010001127.txt,2,datasets/obj/010001127.jpg
010001132.txt,2,datasets/obj/010001132.jpg
010001137.txt,2,datasets/obj/010001137.jpg
010001142.txt,2,datasets/obj/010001142.jpg
010001148.txt,2,datasets/obj/010001148.jpg
010001154.txt,2,datasets/obj/010001154.jpg
010001160.txt,2,datasets/obj/010001160.jpg
010001169.txt,2,datasets/obj/010001169.jpg
010001172.txt,2,datasets/obj/010001172.jpg
010001173.txt,2,datasets/obj/010001173.jpg
010001178.txt,2,datasets/obj/010001178.jpg
010001183.txt,2,datasets/obj/010001183.jpg
010001184.txt,2,datasets/obj/010001184.jpg
010001195.txt,2,datasets/obj/010001195.jpg
010001196.txt,2,datasets/obj/010001196.jpg
010001199.txt,2,datasets/obj/010001199.jpg
010001203.txt,2,datasets/obj/010001203.jpg
010001205.txt,2,datasets/obj/010001205.jpg
010001206.txt,2,datasets/obj/010001206.jpg
010001208.txt,2,datasets/obj/010001208.jpg
010001213.txt,2,datasets/obj/010001213.jpg
010001214.txt,2,datasets/obj/010001214.jpg
010001216.txt,2,datasets/obj/010001216.jpg
010001224.txt,2,datasets/obj/010001224.jpg
010001225.txt,2,datasets/obj/010001225.jpg
010001226.txt,2,datasets/obj/010001226.jpg
010001233.txt,2,datasets/obj/010001233.jpg
010001234.txt,2,datasets/obj/010001234.jpg
010001238.txt,2,datasets/obj/010001238.jpg
010001246.txt,2,datasets/obj/010001246.jpg
010001251.txt,2,datasets/obj/010001251.jpg
010001258.txt,2,datasets/obj/010001258.jpg
010001259.txt,2,datasets/obj/010001259.jpg
010001261.txt,2,datasets/obj/010001261.jpg
010001262.txt,2,datasets/obj/010001262.jpg
010001263.txt,2,datasets/obj/010001263.jpg
010001266.txt,2,datasets/obj/010001266.jpg
010001267.txt,2,datasets/obj/010001267.jpg
010001274.txt,2,datasets/obj/010001274.jpg
010001275.txt,2,datasets/obj/010001275.jpg
010001284.txt,2,datasets/obj/010001284.jpg
010001285.txt,2,datasets/obj/010001285.jpg
010001289.txt,2,datasets/obj/010001289.jpg
010001291.txt,2,datasets/obj/010001291.jpg
010001295.txt,2,datasets/obj/010001295.jpg
010001296.txt,2,datasets/obj/010001296.jpg
010001297.txt,2,datasets/obj/010001297.jpg
010001327.txt,2,datasets/obj/010001327.jpg
010001344.txt,2,datasets/obj/010001344.jpg
010001359.txt,2,datasets/obj/010001359.jpg
010001436.txt,2,datasets/obj/010001436.jpg
010001543.txt,2,datasets/obj/010001543.jpg
010001632.txt,2,datasets/obj/010001632.jpg
010001716.txt,2,datasets/obj/010001716.jpg
010001741.txt,2,datasets/obj/010001741.jpg
010001bcc92282a38.txt,2,datasets/obj/010001bcc92282a38.jpg
010002075.txt,2,datasets/obj/010002075.jpg
010002078.txt,2,datasets/obj/010002078.jpg
010002143.txt,2,datasets/obj/010002143.jpg
010009cadede2ed69.txt,2,datasets/obj/010009cadede2ed69.jpg
01002f32727ed756e.txt,2,datasets/obj/01002f32727ed756e.jpg
01005b2913ba46ddf.txt,2,datasets/obj/01005b2913ba46ddf.jpg
0100918f221133f8f.txt,2,datasets/obj/0100918f221133f8f.jpg
01009f11d5e2d0e40.txt,2,datasets/obj/01009f11d5e2d0e40.jpg
010141962b7815d54.txt,2,datasets/obj/010141962b7815d54.jpg
0101995cd6c6cbbe2.txt,2,datasets/obj/0101995cd6c6cbbe2.jpg
0101a22be62f7ad5b.txt,2,datasets/obj/0101a22be62f7ad5b.jpg
0101a7118d6df8b18.txt,2,datasets/obj/0101a7118d6df8b18.jpg
010203708377265a0.txt,2,datasets/obj/010203708377265a0.jpg
0102e1b2ba0ec004d.txt,2,datasets/obj/0102e1b2ba0ec004d.jpg
01030b3c791b172ae.txt,2,datasets/obj/01030b3c791b172ae.jpg
0103228bcad10445e.txt,2,datasets/obj/0103228bcad10445e.jpg
01039985226116a4c.txt,2,datasets/obj/01039985226116a4c.jpg
0103af63a783a1615.txt,2,datasets/obj/0103af63a783a1615.jpg
0103e17bf335ca518.txt,2,datasets/obj/0103e17bf335ca518.jpg
010441aa10b609741.txt,2,datasets/obj/010441aa10b609741.jpg
0104f4b4f5b0d4495.txt,2,datasets/obj/0104f4b4f5b0d4495.jpg
0105271fd61c99a0b.txt,2,datasets/obj/0105271fd61c99a0b.jpg
01053245ec6c97b4b.txt,2,datasets/obj/01053245ec6c97b4b.jpg
0106000750bff4f86.txt,2,datasets/obj/0106000750bff4f86.jpg
01060a7504ae9bbf6.txt,2,datasets/obj/01060a7504ae9bbf6.jpg
0106165f00fc70180.txt,2,datasets/obj/0106165f00fc70180.jpg
01063404aa507b02.txt,1,datasets/obj/01063404aa507b02.jpg
01065a9f1ac8ca2b4.txt,2,datasets/obj/01065a9f1ac8ca2b4.jpg
0106a4616b35cf5db.txt,2,datasets/obj/0106a4616b35cf5db.jpg
0106aba5f64962861.txt,2,datasets/obj/0106aba5f64962861.jpg
0106fd953d2fb5221.txt,2,datasets/obj/0106fd953d2fb5221.jpg
01071c889aed07c9e.txt,2,datasets/obj/01071c889aed07c9e.jpg
01074b30cead571bb.txt,2,datasets/obj/01074b30cead571bb.jpg
01074fe5f0977b3b4.txt,2,datasets/obj/01074fe5f0977b3b4.jpg
01075bcaef3de1f81.txt,2,datasets/obj/01075bcaef3de1f81.jpg
01079ef151c5bb5b5.txt,2,datasets/obj/01079ef151c5bb5b5.jpg
0107bee44fe46df07.txt,2,datasets/obj/0107bee44fe46df07.jpg
0107c4b6cb1e4dad5.txt,2,datasets/obj/0107c4b6cb1e4dad5.jpg
0107f84b220311739.txt,2,datasets/obj/0107f84b220311739.jpg
01080460633eed194.txt,2,datasets/obj/01080460633eed194.jpg
010840488cca4135a.txt,2,datasets/obj/010840488cca4135a.jpg
